Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1770302766,190,GET,GET /download/{zip},51.100000,0.000000,3,4,4,5,6,9,12,14,24,24,24,1279,0,3,3.6233136825640306,1.3500000000021828,23.83640000016385,224.0
1770302766,190,POST,POST /upload,51.100000,0.000000,46,47,47,48,49,50,52,52,54,54,54,1279,0,46,46.118395308841144,42.019600000003265,70.58779999988474,98.0
1770302766,190,,Aggregated,153.100000,0.100000,4,15,45,45,47,48,50,51,53,54,54,3842,1,4,17.84365411244317,1.0495999999875494,70.58779999988474,185.6697032795419
1770302767,195,GET,GET /,53.100000,0.100000,3,3,3,4,6,11,15,16,22,22,22,1344,1,3,3.824348958333972,1.0495999999875494,23.39399999982561,234.8251488095238
1770302767,195,GET,GET /download/{zip},53.300000,0.000000,3,4,4,5,6,8,12,14,24,24,24,1338,0,3,3.6109129297459517,1.3500000000021828,23.83640000016385,224.0
1770302767,195,POST,POST /upload,53.200000,0.000000,46,47,47,48,49,50,52,52,54,54,54,1338,0,46,46.11535037369871,42.019600000003265,70.58779999988474,98.0
1770302767,195,,Aggregated,159.600000,0.100000,4,15,45,45,47,48,50,51,53,54,54,4020,1,4,17.82926997512681,1.0495999999875494,70.58779999988474,185.6818407960199
1770302768,200,GET,GET /,55.500000,0.000000,3,3,4,4,6,11,15,16,22,22,22,1419,1,3,3.7929640591956355,1.0495999999875494,23.39399999982561,234.83439041578578
1770302768,200,GET,GET /download/{zip},55.600000,0.000000,3,4,4,5,6,7,12,14,24,24,24,1409,0,3,3.6017913413781613,1.3500000000021828,23.83640000016385,224.0
1770302768,200,POST,POST /upload,55.600000,0.000000,46,47,47,48,49,50,52,52,54,54,54,1409,0,46,46.098531937548735,42.019600000003265,70.58779999988474,98.0
1770302768,200,,Aggregated,166.700000,0.000000,4,15,45,45,47,48,50,51,53,54,54,4237,1,4,17.797963535521962,1.0495999999875494,70.58779999988474,185.7276374793486
